task_id,task_length_MI,cpu_demand,memory_demand_GB,deadline_ms,qos_level,task_type,migration_size_MB,migration_time_ms,migration_energy_J,network_hops
T3647,4611,0.56,3.49,816,Medium,Data,72.06,53.7,26.19,8
T3648,4258,0.48,3.43,1398,Medium,Data,59.47,60.13,20.55,8
T3649,2563,0.25,1.42,272,High,Latency,92.1,161.41,60.35,3
T3650,17048,0.68,4.82,526,High,Compute,122.81,148.67,21.15,7
T3651,15159,0.61,7.72,551,High,Compute,175.9,174.54,75.69,1
T3652,4551,0.26,0.6,174,High,Latency,37.88,101.17,69.49,7
T3653,12735,0.7,7.75,645,High,Compute,154.88,138.45,51.82,4
T3654,8289,0.57,2.87,1136,Medium,Data,111.39,25.02,64.39,1
T3655,4259,0.51,4.92,1370,Medium,Data,187.88,160.78,70.53,9
T3656,19394,0.7,2.99,600,High,Compute,67.25,69.89,10.52,4
T3657,16158,0.74,4.25,984,High,Compute,168.06,194.36,8.51,6
T3658,18218,0.73,5.75,854,High,Compute,154.0,166.82,48.46,5
T3659,1013,0.31,1.7,346,High,Latency,105.47,179.43,31.98,3
T3660,2887,0.38,2.91,282,High,Latency,118.23,147.9,67.54,1
T3661,2606,0.46,2.29,370,High,Latency,195.85,82.35,66.41,7
T3662,6307,0.44,3.48,982,Medium,Data,30.71,60.14,58.24,4
T3663,1029,0.41,1.96,173,High,Latency,119.9,26.14,65.35,7
T3664,4819,0.41,1.06,131,High,Latency,127.61,140.79,6.32,8
T3665,4970,0.39,4.21,1471,Medium,Data,163.7,151.93,49.51,9
T3666,5924,0.35,3.6,1388,Medium,Data,171.27,198.83,37.49,7
T3667,4293,0.33,3.62,809,Medium,Data,24.6,115.66,29.93,2
T3668,16827,0.89,7.1,964,High,Compute,120.84,135.23,52.56,2
T3669,8357,0.68,7.34,640,High,Compute,86.3,46.4,69.09,7
T3670,9826,0.63,2.19,640,High,Compute,90.58,20.19,51.47,2
T3671,12139,0.8,7.75,835,High,Compute,102.1,29.31,42.09,3
T3672,15167,0.84,6.07,911,High,Compute,192.75,16.31,73.97,2
T3673,13515,0.86,4.63,568,High,Compute,194.76,53.93,12.38,5
T3674,10506,0.88,6.78,790,High,Compute,127.23,99.92,55.74,3
T3675,8253,0.89,3.92,659,High,Compute,143.6,177.44,44.19,8
T3676,5166,0.52,2.14,1292,Medium,Data,52.41,20.12,27.77,2
T3677,8619,0.4,1.44,1169,Medium,Data,63.51,110.64,51.28,7
T3678,4076,0.4,1.31,221,High,Latency,77.45,140.9,79.45,5
T3679,4933,0.3,2.62,274,High,Latency,106.56,138.81,43.49,5
T3680,18549,0.63,2.85,858,High,Compute,124.74,99.2,71.96,7
T3681,3408,0.35,1.81,286,High,Latency,73.88,193.71,70.26,3
T3682,3757,0.33,3.29,1312,Medium,Data,63.91,128.01,75.27,4
T3683,3728,0.29,2.12,363,High,Latency,83.31,130.85,59.19,4
T3684,13421,0.77,4.95,881,High,Compute,154.3,199.56,12.96,4
T3685,8516,0.58,3.88,925,Medium,Data,88.26,162.69,29.39,6
T3686,9451,0.8,7.37,959,High,Compute,99.26,199.36,29.22,4
T3687,1696,0.37,1.87,288,High,Latency,110.04,56.55,64.53,6
T3688,16501,0.86,4.12,739,High,Compute,102.74,155.37,69.36,5
T3689,14717,0.7,5.42,532,High,Compute,122.01,175.02,41.86,1
T3690,3466,0.42,2.79,129,High,Latency,88.87,19.86,46.79,9
T3691,4084,0.49,3.92,1139,Medium,Data,7.85,55.65,26.65,1
T3692,8955,0.38,3.12,876,Medium,Data,111.62,19.22,73.73,4
T3693,9572,0.8,7.77,865,High,Compute,14.05,42.41,33.83,5
T3694,4670,0.34,2.11,141,High,Latency,9.32,103.11,19.47,6
T3695,9136,0.55,3.53,1167,Medium,Data,104.69,132.56,53.96,5
T3696,16763,0.74,2.23,611,High,Compute,139.15,195.47,37.58,9
T3697,9669,0.41,1.02,1009,Medium,Data,81.84,169.58,12.38,6
T3698,1072,0.42,1.13,193,High,Latency,191.81,182.74,20.43,9
T3699,19518,0.6,2.72,533,High,Compute,84.83,139.92,14.92,2
T3700,1435,0.35,1.93,351,High,Latency,29.69,111.87,21.0,1
T3701,12618,0.72,6.85,590,High,Compute,100.04,168.79,51.69,5
T3702,18653,0.71,3.24,995,High,Compute,179.19,84.11,67.82,3
T3703,4896,0.39,1.2,1045,Medium,Data,115.01,87.19,48.06,3
T3704,5978,0.33,2.76,1135,Medium,Data,187.62,174.23,62.77,4
T3705,17940,0.71,2.88,421,High,Compute,146.94,59.74,4.58,6
T3706,3275,0.6,3.44,1478,Medium,Data,72.59,67.88,52.19,7
T3707,8364,0.85,5.69,989,High,Compute,183.87,57.56,46.39,2
T3708,12313,0.73,2.24,609,High,Compute,185.88,122.62,68.28,2
T3709,1664,0.25,0.93,262,High,Latency,113.71,18.83,32.7,9
T3710,1326,0.36,1.58,282,High,Latency,94.68,169.12,26.84,4
T3711,15500,0.8,6.86,450,High,Compute,44.13,57.83,53.51,4
T3712,17201,0.71,4.88,450,High,Compute,190.94,150.7,71.51,9
T3713,3787,0.37,1.01,1019,Medium,Data,99.39,186.75,37.85,1
T3714,16839,0.66,3.61,514,High,Compute,187.62,14.91,47.26,6
T3715,9495,0.62,2.32,468,High,Compute,158.64,190.83,29.75,7
T3716,16924,0.72,3.7,657,High,Compute,14.67,174.4,41.77,6
T3717,2137,0.37,2.31,336,High,Latency,172.06,26.19,31.42,9
T3718,8597,0.76,5.09,676,High,Compute,10.18,124.47,35.36,7
T3719,4039,0.45,2.38,274,High,Latency,108.4,162.17,78.03,5
T3720,11590,0.83,3.43,577,High,Compute,93.6,133.77,27.44,6
T3721,15523,0.73,3.43,454,High,Compute,191.02,111.69,29.85,5
T3722,18832,0.66,7.05,413,High,Compute,77.98,149.91,57.1,3
T3723,3617,0.47,4.19,1390,Medium,Data,148.85,117.53,10.56,1
T3724,1362,0.37,2.03,206,High,Latency,101.91,46.76,60.3,1
T3725,4952,0.53,3.65,1462,Medium,Data,165.31,77.54,66.05,2
T3726,5673,0.46,2.01,829,Medium,Data,159.2,65.73,69.59,2
T3727,18781,0.72,6.44,493,High,Compute,167.62,144.64,47.21,7
T3728,15716,0.75,7.31,902,High,Compute,140.67,33.01,45.3,7
T3729,14357,0.63,4.01,623,High,Compute,125.68,110.47,30.57,4
T3730,5434,0.37,3.53,1002,Medium,Data,183.05,153.13,58.57,3
T3731,6918,0.42,4.01,977,Medium,Data,167.63,17.73,61.07,9
T3732,1558,0.39,0.66,121,High,Latency,185.75,123.95,64.32,7
T3733,12087,0.66,5.52,707,High,Compute,60.11,52.62,79.71,5
T3734,5857,0.41,1.32,1359,Medium,Data,169.16,172.14,67.98,6
T3735,3526,0.59,3.86,1160,Medium,Data,129.33,110.53,29.04,8
T3736,4976,0.42,4.17,925,Medium,Data,59.01,72.64,67.79,7
T3737,4389,0.49,1.93,1021,Medium,Data,120.9,73.62,12.56,8
T3738,9933,0.84,3.46,927,High,Compute,93.68,29.4,54.58,8
T3739,16862,0.68,2.22,608,High,Compute,19.53,43.41,10.88,9
T3740,10672,0.73,5.28,414,High,Compute,51.94,165.89,25.03,1
T3741,9619,0.55,1.24,1218,Medium,Data,11.17,142.55,43.82,7
T3742,9089,0.3,2.13,1156,Medium,Data,64.17,94.61,51.31,6
T3743,6403,0.45,3.04,861,Medium,Data,118.84,65.68,75.9,9
T3744,4041,0.48,4.59,1378,Medium,Data,47.29,115.36,60.42,4
T3745,19964,0.6,5.68,846,High,Compute,44.45,39.5,59.55,4
T3746,7557,0.54,3.2,855,Medium,Data,125.04,75.02,7.52,8
T3747,9090,0.38,3.93,1299,Medium,Data,67.05,45.51,65.71,5
T3748,10916,0.87,3.2,405,High,Compute,191.59,161.07,28.96,2
T3749,5020,0.38,1.8,1438,Medium,Data,60.94,141.75,61.32,1
T3750,6476,0.51,4.17,1361,Medium,Data,62.7,147.45,20.11,5
T3751,5557,0.41,2.75,1026,Medium,Data,159.74,107.14,30.5,1
T3752,6822,0.49,1.72,851,Medium,Data,33.8,62.33,5.81,4
T3753,18832,0.74,7.29,756,High,Compute,84.74,82.19,17.5,7
T3754,19167,0.81,2.26,857,High,Compute,67.04,151.62,41.79,7
T3755,12317,0.7,2.84,914,High,Compute,32.28,49.39,23.86,7
T3756,3396,0.5,2.13,397,High,Latency,94.32,122.03,43.06,4
T3757,9497,0.7,2.04,797,High,Compute,175.18,141.6,35.65,7
T3758,14433,0.7,2.71,588,High,Compute,88.82,161.68,27.41,5
T3759,4599,0.24,1.17,347,High,Latency,118.44,51.41,67.9,2
T3760,13161,0.64,6.54,562,High,Compute,161.46,178.05,61.13,5
T3761,4665,0.36,3.89,1259,Medium,Data,77.51,189.62,54.04,4
T3762,6021,0.31,2.98,1042,Medium,Data,111.96,79.65,69.55,4
T3763,4365,0.34,2.75,1159,Medium,Data,34.96,131.5,5.32,2
T3764,14091,0.81,6.52,906,High,Compute,69.42,20.39,52.89,5
T3765,4623,0.45,1.26,989,Medium,Data,74.04,76.4,13.78,1
T3766,6419,0.42,3.46,1353,Medium,Data,168.05,103.63,33.72,2
T3767,8168,0.64,4.32,836,High,Compute,61.02,75.31,13.91,3
T3768,19452,0.71,5.87,801,High,Compute,150.42,138.17,39.47,3
T3769,13137,0.86,6.38,957,High,Compute,70.96,135.53,61.98,6
T3770,16577,0.61,7.94,497,High,Compute,166.55,137.47,77.4,7
T3771,9694,0.6,3.4,1229,Medium,Data,130.69,17.22,39.43,5
T3772,2499,0.34,1.52,131,High,Latency,77.05,97.32,62.42,3
T3773,5327,0.45,3.7,919,Medium,Data,102.05,40.58,21.27,3
T3774,2320,0.34,1.3,307,High,Latency,55.89,153.88,28.72,2
T3775,6541,0.43,1.29,1500,Medium,Data,67.76,100.83,72.5,5
T3776,7062,0.33,2.27,873,Medium,Data,150.51,91.48,25.33,1
T3777,3200,0.32,0.66,209,High,Latency,153.47,34.28,77.26,7
T3778,9520,0.41,1.56,1231,Medium,Data,51.24,71.49,24.78,5
T3779,6239,0.41,4.85,1293,Medium,Data,198.37,146.2,9.67,3
T3780,13564,0.63,3.88,727,High,Compute,112.16,22.14,15.72,9
T3781,9857,0.87,6.14,914,High,Compute,72.03,167.02,19.6,8
T3782,4667,0.35,1.33,358,High,Latency,45.99,83.01,2.96,7
T3783,17999,0.76,7.1,439,High,Compute,122.55,157.45,29.11,3
T3784,14353,0.6,7.53,909,High,Compute,159.42,169.89,73.3,1
T3785,11086,0.75,4.88,934,High,Compute,63.45,62.99,77.91,3
T3786,8804,0.37,2.1,984,Medium,Data,7.52,147.29,19.68,6
T3787,4465,0.45,3.78,1319,Medium,Data,153.85,22.77,34.2,9
T3788,15841,0.64,4.4,671,High,Compute,146.08,114.03,74.68,2
T3789,17905,0.72,4.65,882,High,Compute,64.48,131.44,47.19,8
T3790,2585,0.32,2.25,181,High,Latency,159.29,193.47,48.58,4
T3791,6361,0.51,4.17,1262,Medium,Data,5.37,197.69,39.57,7
T3792,9612,0.57,4.16,1480,Medium,Data,94.51,180.23,30.65,6
T3793,10288,0.79,4.44,870,High,Compute,54.86,95.14,78.95,5
T3794,6346,0.58,2.44,1007,Medium,Data,60.55,140.42,8.07,2
T3795,6311,0.47,4.97,1196,Medium,Data,7.57,186.75,72.04,3
T3796,9643,0.54,2.98,1408,Medium,Data,70.77,110.27,52.5,5
T3797,13393,0.76,4.29,604,High,Compute,22.91,167.59,38.39,2
T3798,2290,0.31,0.88,278,High,Latency,105.33,139.83,8.67,2
T3799,3975,0.49,3.21,1079,Medium,Data,97.1,137.15,76.81,9
T3800,5483,0.48,3.65,1314,Medium,Data,159.43,35.24,28.15,8
T3801,7049,0.57,4.59,1192,Medium,Data,27.55,115.72,43.83,4
T3802,5675,0.34,1.31,1457,Medium,Data,199.33,197.37,20.43,1
T3803,19465,0.82,7.81,478,High,Compute,58.56,47.94,13.71,2
T3804,9242,0.55,4.41,942,Medium,Data,175.14,122.07,70.07,7
T3805,9836,0.86,2.98,534,High,Compute,197.51,14.42,31.66,7
T3806,9493,0.86,3.5,443,High,Compute,98.81,79.98,17.98,6
T3807,13704,0.78,7.04,875,High,Compute,176.96,50.07,14.53,1
T3808,10063,0.84,6.88,585,High,Compute,75.45,92.57,19.24,9
T3809,16216,0.81,2.88,969,High,Compute,58.52,66.0,9.39,3
T3810,16056,0.62,4.85,411,High,Compute,118.84,51.85,22.52,4
T3811,9306,0.31,2.45,1040,Medium,Data,187.22,109.17,15.53,9
T3812,3969,0.51,2.48,1413,Medium,Data,15.84,61.58,59.03,1
T3813,4065,0.48,4.27,1388,Medium,Data,145.03,99.63,60.87,6
T3814,4737,0.58,1.8,810,Medium,Data,66.61,52.47,77.63,3
T3815,9251,0.59,3.84,857,Medium,Data,127.97,142.45,79.33,1
T3816,4038,0.34,2.02,264,High,Latency,130.82,198.0,13.7,2
T3817,8775,0.44,1.07,937,Medium,Data,133.23,152.15,10.48,4
T3818,5769,0.36,3.3,1261,Medium,Data,102.44,25.8,20.82,8
T3819,11233,0.64,2.28,938,High,Compute,192.39,116.89,45.94,7
T3820,8088,0.77,7.01,680,High,Compute,186.22,51.86,74.63,6
T3821,11749,0.72,2.26,665,High,Compute,172.12,139.19,41.0,2
T3822,9503,0.33,4.43,1464,Medium,Data,162.05,10.96,39.35,3
T3823,15379,0.86,2.91,552,High,Compute,169.91,130.65,73.85,3
T3824,4776,0.51,1.46,1391,Medium,Data,48.22,161.75,76.35,3
T3825,12637,0.86,3.29,428,High,Compute,195.85,14.75,42.73,2
T3826,2952,0.43,2.26,309,High,Latency,166.55,57.19,6.27,8
T3827,1307,0.25,2.63,352,High,Latency,131.94,142.99,40.57,6
T3828,18636,0.68,3.73,428,High,Compute,66.01,109.41,2.66,7
T3829,3021,0.22,2.0,330,High,Latency,145.9,37.52,36.21,6
T3830,3224,0.39,2.69,111,High,Latency,9.59,101.81,35.14,5
T3831,3931,0.41,4.1,830,Medium,Data,154.28,81.83,79.0,5
T3832,12354,0.82,2.09,912,High,Compute,142.94,177.7,32.67,6
T3833,15374,0.9,3.46,594,High,Compute,58.17,178.27,38.74,4
T3834,5509,0.43,2.18,1444,Medium,Data,160.47,71.13,8.82,7
T3835,13130,0.68,2.57,639,High,Compute,63.2,199.25,45.62,2
T3836,14705,0.85,6.45,886,High,Compute,89.25,30.11,19.23,7
T3837,6877,0.34,3.17,1356,Medium,Data,101.5,80.86,16.46,8
T3838,16366,0.62,6.53,760,High,Compute,181.22,108.55,73.86,2
T3839,9550,0.45,3.84,981,Medium,Data,112.25,38.83,16.35,7
T3840,11967,0.79,6.73,890,High,Compute,126.42,70.97,52.57,8
T3841,13083,0.88,6.36,800,High,Compute,32.31,44.43,68.16,2
T3842,14575,0.76,7.95,916,High,Compute,157.57,165.61,44.23,2
T3843,3965,0.39,2.93,1064,Medium,Data,17.89,167.77,40.33,9
T3844,11016,0.6,6.58,636,High,Compute,112.26,59.76,76.68,4
T3845,3315,0.45,1.92,347,High,Latency,75.38,89.58,61.37,3
T3846,19653,0.89,3.14,829,High,Compute,21.4,143.77,39.64,7
T3847,4796,0.23,1.6,343,High,Latency,89.69,99.4,11.97,1
T3848,3870,0.44,1.14,264,High,Latency,79.51,120.26,59.12,1
T3849,6807,0.5,2.4,1346,Medium,Data,137.28,174.47,70.16,5
T3850,17524,0.85,6.35,442,High,Compute,34.87,57.7,41.18,8
T3851,12700,0.75,7.11,469,High,Compute,155.27,146.85,18.9,3
T3852,15381,0.64,3.05,722,High,Compute,97.41,66.55,53.08,2
T3853,5740,0.58,2.02,1481,Medium,Data,25.11,194.03,62.64,3
T3854,2193,0.39,0.81,293,High,Latency,191.79,87.42,58.05,6
T3855,4367,0.37,0.85,388,High,Latency,140.94,12.68,11.85,6
T3856,6573,0.56,1.65,1399,Medium,Data,9.34,111.11,62.58,9
T3857,1178,0.38,0.81,159,High,Latency,142.97,146.96,51.75,4
T3858,8288,0.55,1.94,1423,Medium,Data,10.05,112.67,63.23,8
T3859,9358,0.33,3.86,1429,Medium,Data,164.74,56.48,20.13,4
T3860,1358,0.31,2.13,223,High,Latency,19.26,74.1,33.69,2
T3861,14681,0.88,4.58,735,High,Compute,54.53,182.3,24.24,6
T3862,11950,0.66,5.27,684,High,Compute,128.71,21.54,7.84,3
T3863,8385,0.9,7.15,410,High,Compute,134.92,165.85,22.36,8
T3864,3259,0.49,4.51,815,Medium,Data,117.68,157.7,40.28,4
T3865,3755,0.44,4.24,1276,Medium,Data,99.71,107.98,50.54,2
T3866,17791,0.76,2.95,637,High,Compute,69.72,79.6,8.52,8
T3867,13937,0.88,3.0,898,High,Compute,83.57,53.07,7.58,8
T3868,1715,0.44,0.66,384,High,Latency,166.71,182.35,44.57,1
T3869,13666,0.72,6.05,406,High,Compute,9.42,66.56,18.86,2
T3870,1472,0.23,0.52,190,High,Latency,125.0,80.71,8.78,3
T3871,4481,0.44,1.08,1474,Medium,Data,117.81,25.73,4.45,7
T3872,3327,0.53,4.16,1418,Medium,Data,95.11,55.22,9.13,5
T3873,9307,0.7,5.16,550,High,Compute,33.78,102.8,77.18,8
T3874,8339,0.48,2.03,1134,Medium,Data,50.75,31.04,76.03,8
T3875,8280,0.47,4.7,956,Medium,Data,113.09,155.28,77.65,9
T3876,4251,0.47,1.97,351,High,Latency,18.33,52.62,74.47,2
T3877,7215,0.31,2.9,922,Medium,Data,90.86,57.53,12.43,2
T3878,19253,0.89,2.72,997,High,Compute,173.12,195.56,68.73,1
T3879,15660,0.67,2.21,547,High,Compute,13.79,121.11,39.72,7
T3880,15176,0.73,5.1,730,High,Compute,82.64,150.17,3.95,7
T3881,13326,0.88,5.36,754,High,Compute,27.21,92.84,63.71,8
T3882,9822,0.69,5.89,702,High,Compute,139.99,171.71,12.15,2
T3883,3649,0.55,2.52,961,Medium,Data,159.0,177.37,15.63,5
T3884,18055,0.62,6.05,483,High,Compute,137.34,148.6,21.73,1
T3885,4396,0.23,2.23,205,High,Latency,114.99,70.77,14.44,8
T3886,9309,0.53,4.56,1037,Medium,Data,33.94,91.09,22.35,3
T3887,8132,0.43,2.05,1283,Medium,Data,150.05,86.69,48.82,3
T3888,5241,0.5,3.28,1424,Medium,Data,76.49,120.51,19.64,3
T3889,11827,0.88,2.46,998,High,Compute,28.63,20.9,36.47,5
T3890,19630,0.6,4.6,512,High,Compute,154.93,175.96,17.54,1
T3891,5051,0.54,4.37,1401,Medium,Data,160.84,129.32,10.17,6
T3892,4163,0.24,0.62,214,High,Latency,183.9,71.74,50.05,2
T3893,10662,0.71,4.71,502,High,Compute,108.45,190.02,18.83,1
T3894,7128,0.53,1.72,1079,Medium,Data,49.05,116.1,72.93,5
T3895,5199,0.5,1.54,1029,Medium,Data,147.78,173.33,56.8,7
T3896,9311,0.86,6.25,762,High,Compute,181.59,119.75,55.53,3
T3897,18255,0.71,6.23,497,High,Compute,125.94,87.27,13.5,1
T3898,8590,0.58,1.95,910,Medium,Data,15.19,82.62,77.11,4
T3899,6559,0.42,2.89,1432,Medium,Data,91.83,59.96,33.66,2
T3900,1544,0.28,1.36,396,High,Latency,144.83,132.19,34.32,4
T3901,7365,0.45,3.52,1309,Medium,Data,25.33,136.88,49.53,6
T3902,2076,0.21,1.13,328,High,Latency,176.22,14.27,47.35,7
T3903,3720,0.39,4.59,1080,Medium,Data,47.7,87.64,61.54,4
T3904,8057,0.37,2.09,1450,Medium,Data,168.2,37.82,39.14,7
T3905,4371,0.44,4.09,1253,Medium,Data,109.09,171.65,50.12,2
T3906,8261,0.45,3.5,1096,Medium,Data,139.81,158.63,33.0,2
T3907,5922,0.54,4.8,925,Medium,Data,133.85,168.85,44.21,3
T3908,3780,0.37,1.0,157,High,Latency,95.46,83.41,15.64,5
T3909,19282,0.62,7.07,759,High,Compute,135.1,90.9,70.5,5
T3910,14222,0.88,6.83,844,High,Compute,46.85,164.73,56.77,9
T3911,8661,0.55,3.83,1438,Medium,Data,29.04,52.57,46.89,4
T3912,5428,0.57,2.7,1212,Medium,Data,47.09,109.1,4.68,6
T3913,4354,0.37,1.77,839,Medium,Data,165.07,180.83,6.43,8
T3914,1907,0.43,1.01,354,High,Latency,155.65,88.7,20.69,6
T3915,6264,0.55,4.75,1069,Medium,Data,177.76,174.72,75.31,3
T3916,2063,0.45,2.02,264,High,Latency,85.06,136.5,34.51,3
T3917,3732,0.4,1.32,194,High,Latency,78.54,133.27,17.87,2
T3918,6717,0.34,2.68,1287,Medium,Data,9.02,186.96,21.66,6
T3919,15180,0.72,6.83,484,High,Compute,198.73,161.69,56.08,1
T3920,3567,0.55,4.95,1167,Medium,Data,112.63,26.76,9.42,6
T3921,8940,0.59,2.1,1224,Medium,Data,61.44,138.95,41.7,2
T3922,7007,0.47,1.55,1262,Medium,Data,105.97,23.11,29.08,9
T3923,2169,0.39,0.78,267,High,Latency,51.48,37.72,71.07,8
T3924,7182,0.35,3.02,1409,Medium,Data,99.54,145.85,35.54,8
T3925,19823,0.87,4.76,661,High,Compute,122.74,153.66,40.8,4
T3926,19525,0.85,2.47,837,High,Compute,188.06,125.3,60.12,6
T3927,6819,0.48,2.46,1475,Medium,Data,112.48,173.81,44.25,8
T3928,5769,0.48,4.24,1417,Medium,Data,138.54,46.16,43.9,7
T3929,7174,0.52,1.95,1374,Medium,Data,142.27,173.51,25.95,7
T3930,15110,0.61,2.38,631,High,Compute,72.84,42.23,19.52,3
T3931,11365,0.63,4.01,501,High,Compute,136.33,164.26,22.98,5
T3932,8204,0.45,3.49,1096,Medium,Data,70.47,65.49,37.17,5
T3933,6087,0.4,1.55,1469,Medium,Data,71.25,182.44,28.12,4
T3934,9028,0.57,2.22,1285,Medium,Data,109.34,76.49,15.76,9
T3935,8887,0.63,2.31,594,High,Compute,6.68,23.06,60.71,2
T3936,8875,0.73,6.51,956,High,Compute,84.36,103.88,28.79,6
T3937,1708,0.4,2.1,266,High,Latency,74.87,46.74,54.94,6
T3938,3019,0.31,1.97,395,High,Latency,105.8,100.6,25.55,7
T3939,18606,0.65,2.49,613,High,Compute,92.81,175.48,28.38,6
T3940,7841,0.38,2.51,973,Medium,Data,50.93,160.4,24.77,3
T3941,20000,0.86,2.65,912,High,Compute,26.94,148.3,79.3,3
T3942,3010,0.23,0.66,138,High,Latency,52.57,124.74,22.01,9
T3943,8315,0.8,3.35,638,High,Compute,6.64,29.45,48.57,3
T3944,5925,0.49,2.72,1362,Medium,Data,182.24,103.04,22.11,7
T3945,9290,0.34,1.45,1305,Medium,Data,126.23,175.7,74.88,8
T3946,3106,0.31,2.28,1416,Medium,Data,156.7,119.86,47.67,3
T3947,9250,0.77,6.72,449,High,Compute,177.7,115.88,7.26,2
T3948,5769,0.47,3.75,876,Medium,Data,23.43,29.97,12.64,9
T3949,19573,0.61,4.07,506,High,Compute,135.17,158.2,39.17,8
T3950,11099,0.72,2.56,932,High,Compute,187.46,129.92,60.31,3
T3951,14732,0.82,6.64,564,High,Compute,142.31,15.03,58.89,9
T3952,19311,0.78,6.45,550,High,Compute,88.4,82.15,61.69,8
T3953,7351,0.32,1.06,1195,Medium,Data,146.08,181.88,16.32,6
T3954,18619,0.9,4.65,430,High,Compute,196.94,48.7,37.26,2
T3955,14145,0.69,5.96,578,High,Compute,33.74,92.67,28.32,8
T3956,13930,0.66,4.68,723,High,Compute,6.61,134.03,25.9,3
T3957,5838,0.51,4.45,1465,Medium,Data,41.17,113.22,37.03,4
T3958,10824,0.82,5.36,876,High,Compute,7.07,197.94,39.42,6
T3959,13208,0.65,4.83,636,High,Compute,75.21,171.98,45.84,3
T3960,8951,0.34,4.8,1353,Medium,Data,131.54,79.16,7.93,8
T3961,9676,0.35,3.05,1301,Medium,Data,113.77,93.29,40.75,1
T3962,9058,0.5,1.6,1138,Medium,Data,73.97,122.91,52.35,1
T3963,19233,0.82,7.72,656,High,Compute,165.36,40.35,75.64,3
T3964,7525,0.44,4.43,1378,Medium,Data,168.52,29.95,30.13,4
T3965,5082,0.59,4.31,1379,Medium,Data,116.8,71.69,78.79,9
T3966,8260,0.74,4.23,823,High,Compute,77.86,48.55,27.41,5
T3967,3333,0.22,2.17,298,High,Latency,77.27,38.98,12.89,5
T3968,10706,0.77,6.87,451,High,Compute,40.91,151.68,62.84,9
T3969,10565,0.67,2.51,465,High,Compute,94.18,50.12,15.13,9
T3970,8913,0.45,3.96,1126,Medium,Data,165.07,128.96,18.72,5
T3971,7618,0.44,1.85,923,Medium,Data,198.47,171.4,23.94,7
T3972,8344,0.32,5.0,1340,Medium,Data,145.56,25.47,30.08,3
T3973,15012,0.68,3.33,896,High,Compute,191.98,144.0,2.61,7
T3974,6726,0.48,1.69,1475,Medium,Data,90.55,124.48,40.98,8
T3975,19576,0.83,5.01,693,High,Compute,30.4,108.65,21.19,6
T3976,7634,0.6,2.19,838,Medium,Data,156.52,147.91,5.05,2
T3977,9473,0.76,5.68,999,High,Compute,20.32,168.77,52.02,8
T3978,3736,0.43,1.76,204,High,Latency,171.33,25.3,73.98,9
T3979,8300,0.83,7.74,754,High,Compute,14.74,115.28,22.38,6
T3980,8671,0.57,4.09,1484,Medium,Data,125.15,28.99,45.43,1
T3981,5882,0.49,1.58,862,Medium,Data,110.6,173.02,38.69,7
T3982,16952,0.64,2.07,564,High,Compute,75.87,43.21,37.53,6
T3983,4552,0.33,2.29,1476,Medium,Data,143.86,181.06,29.75,9
T3984,2816,0.41,0.88,187,High,Latency,154.47,180.65,70.0,7
T3985,4961,0.49,4.78,1224,Medium,Data,174.33,20.67,11.17,1
T3986,11051,0.85,5.53,538,High,Compute,156.51,52.11,74.51,8
T3987,6595,0.46,1.4,994,Medium,Data,81.78,156.99,66.74,9
T3988,5100,0.3,1.82,1484,Medium,Data,17.82,193.98,28.28,2
T3989,10422,0.82,2.99,644,High,Compute,142.37,124.79,55.45,3
T3990,6439,0.44,1.46,1266,Medium,Data,180.14,199.66,69.77,5
T3991,19486,0.71,6.96,725,High,Compute,62.29,191.06,70.38,2
T3992,7574,0.6,3.36,1335,Medium,Data,143.45,127.26,15.95,3
T3993,12194,0.69,4.23,522,High,Compute,196.23,126.97,34.81,5
T3994,7163,0.33,4.22,1407,Medium,Data,50.23,163.66,33.61,2
T3995,6616,0.37,4.32,1029,Medium,Data,19.17,189.36,24.91,7
T3996,13880,0.77,2.51,951,High,Compute,44.5,76.73,71.04,2
T3997,2163,0.27,1.49,384,High,Latency,86.27,150.23,23.24,4
T3998,7531,0.41,1.53,859,Medium,Data,155.49,18.32,60.14,9
T3999,5451,0.53,3.96,1414,Medium,Data,35.77,43.88,37.58,4
T4000,9592,0.78,4.72,714,High,Compute,181.09,19.64,48.59,2
T4001,12166,0.66,6.04,575,High,Compute,17.88,149.19,38.57,3
T4002,4098,0.57,3.02,844,Medium,Data,76.71,169.34,32.96,8
T4003,11340,0.61,2.17,532,High,Compute,85.33,54.72,7.71,6
T4004,8799,0.56,1.74,1334,Medium,Data,52.86,118.82,49.88,7
T4005,3500,0.44,3.0,1331,Medium,Data,78.03,21.96,5.06,2
T4006,2115,0.49,1.16,222,High,Latency,84.83,168.99,4.28,5
T4007,4848,0.23,1.43,172,High,Latency,83.1,64.72,36.88,5
T4008,5815,0.55,2.75,1007,Medium,Data,81.44,69.79,64.41,1
T4009,7358,0.47,3.26,1146,Medium,Data,130.43,93.51,2.42,6
T4010,8475,0.42,4.96,1177,Medium,Data,55.72,120.53,72.19,8
T4011,9914,0.31,4.24,836,Medium,Data,147.58,148.26,23.63,7
T4012,10967,0.63,6.08,700,High,Compute,52.48,26.99,78.24,7
T4013,10316,0.68,3.22,980,High,Compute,191.93,164.38,29.36,2
T4014,2805,0.4,2.92,170,High,Latency,131.07,90.67,55.95,8
T4015,8611,0.82,7.16,928,High,Compute,157.7,105.44,63.75,2
